"MS_SubClass","MS_Zoning","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod/Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_Type_2","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition","SalePrice","Has_Basement","Has_Garage","Has_Fireplace","Has_Pool","Has_Fence","Has_Alley","Has_MasVnr"
"090","RL",9825,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","Duplex","1Story",5,5,1965,1965,"Hip","CompShg","AsphShn","AsphShn","None",0,3,3,"CBlock",0,0,0,0,0,0,"GasA",3,"N",5,1664,0,0,2,0,4,2,3,8,0,0,"NA",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"NA",0,5,2010,"WD","Normal",1e+05,0,0,0,0,0,0,0
"020","RL",11250,"Pave","NA",3,"Lvl",4,"Inside",3,"Veenker","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,4,3,"CBlock",4,3,1,5,1,1208,"GasA",3,"Y",5,1208,1,0,1,1,3,1,3,8,1,3,"Attchd",2,2,546,3,3,3,198,42,0,0,0,0,0,0,"NA",0,6,2006,"WD","Normal",165000,1,1,1,0,0,0,0
"190","RM",4456,"Pave","NA",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,1,1,1,736,"GasA",4,"Y",5,1452,0,0,2,0,2,3,3,8,0,0,"NA",0,0,0,0,0,1,0,0,102,0,0,0,0,0,"NA",0,6,2009,"New","Partial",113000,1,0,0,0,0,0,0
"060","RL",13478,"Pave","NA",3,"Lvl",4,"Corner",3,"NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",420,5,3,"PConc",5,3,4,6,1,1722,"GasA",5,"Y",5,2296,1,0,2,1,3,1,5,8,1,4,"BuiltIn",2,3,842,3,3,3,382,274,0,0,0,0,0,0,"NA",0,6,2009,"ConLI","Normal",451950,1,1,1,0,0,0,1
"020","RL",16635,"Pave","NA",3,"Lvl",4,"FR2",3,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,4,3,"CBlock",4,3,1,5,1,1602,"GasA",4,"Y",5,1602,0,1,2,0,3,1,4,8,1,3,"Attchd",3,2,529,3,3,3,240,0,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",215000,1,1,1,0,0,0,1
"060","RL",8738,"Pave","NA",3,"Lvl",4,"Inside",3,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",302,4,3,"PConc",4,3,1,1,1,975,"GasA",5,"Y",5,2291,0,0,2,1,4,1,4,8,1,3,"BuiltIn",3,2,429,3,3,3,192,0,0,0,0,0,0,0,"NA",0,2,2006,"WD","Normal",230000,1,1,1,0,0,0,1
"050","RL",8170,"Pave","NA",3,"Lvl",4,"Inside",3,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1929,1950,"Gable","CompShg","Stucco","Wd Sdng","BrkFace",270,4,4,"BrkTil",3,3,1,5,1,1022,"GasA",5,"Y",3,1671,0,0,2,0,4,1,3,8,1,4,"Detchd",1,2,451,3,3,3,0,0,0,0,0,0,0,0,"NA",0,2,2006,"WD","Normal",218000,1,1,1,0,0,0,1
"080","RL",16157,"Pave","NA",3,"Lvl",4,"FR2",3,"Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"PConc",4,3,4,5,3,1360,"GasA",5,"Y",5,1432,1,0,1,1,2,1,4,8,1,3,"Attchd",1,2,588,3,3,3,168,180,0,0,0,0,0,0,"NA",0,6,2007,"WD","Normal",194000,1,1,1,0,0,0,0
"020","RL",8847,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",148,4,3,"PConc",4,3,3,6,1,1538,"GasA",5,"Y",5,1538,1,0,2,0,3,1,4,8,0,0,"Attchd",2,2,484,3,3,3,146,40,0,0,0,0,0,0,"NA",0,12,2007,"WD","Normal",260000,1,1,0,0,0,0,1
"030","RM",7288,"Pave","NA",4,"Lvl",4,"Inside",3,"IDOTRR","Artery","Norm","1Fam","1Story",5,6,1942,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,2,3,1,976,"GasA",3,"N",5,976,1,0,1,0,2,1,3,8,0,0,"Detchd",1,1,215,3,3,1,160,0,0,0,0,0,0,0,"NA",0,8,2006,"WD","AdjLand",102000,1,1,0,0,0,0,0
"020","RL",6762,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",24,4,3,"PConc",4,3,3,6,1,1187,"GasA",5,"Y",5,1208,1,0,2,0,2,1,4,8,0,0,"Attchd",2,2,632,3,3,3,105,61,0,0,0,0,0,0,"NA",0,2,2010,"WD","Normal",206000,1,1,0,0,0,0,1
"020","FV",7862,"Pave","NA",3,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,1,1218,"GasA",5,"Y",5,1218,0,0,2,0,2,1,4,8,0,0,"Attchd",3,2,676,3,3,3,0,102,0,0,0,0,0,0,"NA",0,9,2009,"New","Partial",208300,1,1,0,0,0,0,0
"050","RM",5914,"Pave","Grvl",4,"Lvl",4,"Inside",3,"OldTown","Norm","Norm","1Fam","1.5Fin",5,9,1890,1996,"Gable","CompShg","Wd Sdng","HdBoard","None",0,3,3,"BrkTil",2,3,1,1,1,684,"GasA",4,"Y",5,1080,0,0,1,0,3,1,4,8,0,0,"NA",0,0,0,0,0,1,0,165,30,0,0,0,0,0,"NA",0,9,2008,"WD","Normal",95000,1,0,0,0,0,1,0
"120","RM",4438,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",205,4,3,"PConc",4,3,3,6,1,848,"GasA",5,"Y",5,848,1,0,1,0,1,1,4,8,1,4,"Attchd",2,2,420,3,3,3,149,0,0,0,0,0,0,0,"NA",0,1,2008,"WD","Normal",149000,1,1,1,0,0,0,1
"060","RL",10839,"Pave","NA",3,"Lvl",4,"Corner",3,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,1,926,"GasA",5,"Y",5,1604,0,0,2,1,3,1,3,8,1,3,"Attchd",3,2,470,3,3,3,0,36,0,0,0,0,0,0,"NA",0,7,2008,"WD","Normal",181000,1,1,1,0,0,0,0
"060","RL",12361,"Pave","NA",3,"Lvl",4,"CulDSac",3,"SawyerW","Norm","Norm","1Fam","2Story",6,7,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",85,4,4,"PConc",4,3,1,6,1,946,"GasA",5,"Y",5,1802,0,1,2,1,3,1,4,8,1,4,"2Types",2,4,1017,3,3,3,450,92,0,0,0,0,0,0,"NA",0,5,2010,"WD","Normal",218000,1,1,1,0,0,0,1
"050","RM",12665,"Pave","Grvl",3,"Lvl",4,"Inside",3,"OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,2,1,1,876,"GasA",4,"Y",5,1416,0,0,1,1,4,1,3,8,1,4,"Detchd",1,3,720,3,3,3,418,0,194,0,0,0,0,0,"NA",0,6,2008,"WD","Normal",153900,1,1,1,0,0,1,0
"020","RL",12350,"Pave","NA",4,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",450,5,3,"PConc",5,3,3,6,1,2020,"GasA",5,"Y",5,2020,1,0,2,0,3,1,5,8,1,4,"Attchd",2,3,896,3,3,3,192,98,0,0,0,0,0,0,"NA",0,5,2009,"WD","Normal",404000,1,1,1,0,0,0,1
"020","RL",12968,"Pave","NA",2,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None",0,3,3,"CBlock",3,3,1,5,1,912,"GasA",3,"Y",5,912,1,0,1,0,2,1,3,8,0,0,"Detchd",1,1,352,3,3,3,140,0,0,0,176,0,0,0,"NA",0,9,2008,"WD","Normal",144000,1,1,0,0,0,0,0
"020","RL",6500,"Pave","NA",4,"Lvl",4,"Inside",3,"Edwards","Norm","Norm","1Fam","1Story",6,6,1976,1976,"Hip","CompShg","HdBoard","Plywood","BrkFace",84,3,3,"CBlock",3,5,1,4,1,1127,"GasA",3,"Y",5,1127,0,1,1,1,3,1,3,8,1,1,"Detchd",1,2,480,3,3,3,0,0,138,0,0,0,0,0,"NA",0,5,2008,"WD","Normal",135000,1,1,1,0,0,0,1
"090","RL",18890,"Pave","NA",3,"Lvl",4,"Inside",3,"Sawyer","Feedr","RRAe","Duplex","1.5Fin",5,5,1977,1977,"Shed","CompShg","Plywood","Plywood","None",1,3,3,"CBlock",4,3,1,6,3,1361,"GasA",5,"Y",5,2620,0,0,2,2,4,2,3,8,1,3,"BuiltIn",2,2,600,3,3,1,155,24,145,0,0,0,0,0,"Gar2",8300,8,2007,"WD","Normal",190000,1,1,1,0,0,0,0
"020","RL",11375,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","Norm","Norm","1Fam","1Story",6,5,1954,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,3,1,967,"GasA",3,"Y",5,1299,0,0,1,0,3,1,4,8,1,3,"Attchd",1,2,494,3,3,3,81,0,280,0,0,0,0,0,"NA",0,10,2007,"WD","Normal",150000,1,1,1,0,0,0,0
"030","RM",4608,"Pave","NA",4,"Lvl",4,"Corner",3,"OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,1,1,747,"GasA",3,"Y",5,747,0,0,1,0,2,1,3,8,0,0,"Attchd",1,1,220,3,3,3,0,0,0,0,0,0,0,0,"NA",0,6,2010,"WD","Normal",80000,1,1,0,0,0,0,0
"190","RL",8425,"Pave","NA",4,"Lvl",4,"FR3",3,"Sawyer","Feedr","Norm","2fmCon","1Story",5,6,1971,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",4,3,3,6,1,768,"GasA",4,"Y",5,868,1,0,1,0,2,1,3,8,0,0,"Detchd",1,2,576,3,3,3,138,0,0,0,0,0,0,4,"NA",0,5,2007,"WD","Normal",119900,1,1,0,0,1,0,0
"020","RL",11875,"Pave","NA",4,"Lvl",4,"Inside",3,"Mitchel","Norm","Norm","1Fam","1Story",5,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,1,1344,"GasA",5,"Y",5,1344,0,0,2,0,3,1,3,8,1,4,"Attchd",1,2,686,3,3,3,328,0,0,0,0,0,0,0,"NA",0,6,2010,"WD","Normal",166500,1,1,1,0,0,0,0
"020","RL",10530,"Pave","NA",3,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","1Story",6,5,1971,1971,"Hip","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,5,2,981,"GasA",3,"Y",5,981,1,0,1,1,3,1,3,8,0,0,"Detchd",1,2,576,3,3,3,0,312,40,0,0,0,0,0,"NA",0,3,2007,"WD","Normal",143250,1,1,0,0,0,0,0
"060","FV",8010,"Pave","Pave",3,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","CemntBd","CmentBd","None",0,4,3,"PConc",5,3,1,6,1,1054,"GasA",5,"Y",5,2048,1,0,2,1,3,1,4,8,2,4,"Detchd",1,2,552,3,3,3,0,48,0,0,180,0,0,0,"NA",0,8,2007,"WD","Normal",301000,1,1,1,0,0,1,0
"060","RL",8750,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,1,880,"GasA",5,"Y",5,1716,0,0,2,1,2,1,4,8,1,3,"Attchd",2,2,512,3,3,3,0,120,0,0,0,0,0,0,"NA",0,7,2009,"WD","Normal",191000,1,1,1,0,0,0,0
"050","RM",9184,"Pave","Grvl",4,"Lvl",4,"Inside",3,"OldTown","Artery","Norm","1Fam","1.5Fin",5,7,1948,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,3,3,"BrkTil",3,3,1,1,1,780,"GasA",5,"Y",5,1323,0,0,1,0,3,1,3,8,0,0,"Detchd",1,2,400,3,3,3,0,0,0,0,0,0,0,0,"NA",0,7,2008,"WD","Normal",122600,1,1,0,0,0,1,0
"020","RL",10032,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,3,3,"CBlock",3,3,1,3,1,1244,"GasA",5,"Y",5,1580,1,0,1,1,3,1,3,8,2,4,"Attchd",1,2,440,3,3,3,0,28,0,0,160,0,0,2,"NA",0,6,2010,"WD","Normal",159500,1,1,1,0,1,0,1
"060","RL",8899,"Pave","NA",4,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",108,5,3,"PConc",4,3,3,6,1,948,"GasA",5,"Y",5,2088,0,0,2,1,4,1,4,8,1,4,"BuiltIn",3,3,656,3,3,3,100,24,0,0,0,0,0,0,"NA",0,6,2008,"WD","Normal",250000,1,1,1,0,0,0,1
"085","RL",11105,"Pave","NA",4,"Lvl",4,"Corner",3,"CollgCr","Norm","Norm","1Fam","SFoyer",5,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",4,2,3,6,1,870,"GasA",4,"Y",5,965,1,0,1,0,2,1,3,8,0,0,"Attchd",1,2,580,4,3,3,71,0,0,0,0,0,0,4,"NA",0,7,2010,"WD","Normal",159000,1,1,0,0,1,0,0
"090","RM",8930,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","RRAe","Norm","Duplex","1.5Fin",6,5,1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"Slab",0,0,0,0,0,0,"GasA",3,"Y",5,1902,0,0,2,0,4,2,3,8,0,0,"Attchd",1,2,539,3,3,3,0,0,0,0,0,0,0,0,"NA",0,4,2010,"WD","Normal",112000,0,1,0,0,0,0,0
"120","RL",3182,"Pave","NA",4,"Lvl",4,"Inside",3,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",14,4,3,"PConc",4,4,1,6,1,1346,"GasA",5,"Y",5,1504,0,0,2,0,2,1,4,8,1,4,"Attchd",3,2,437,3,3,3,156,20,0,0,0,0,0,0,"NA",0,5,2008,"WD","Normal",191000,1,1,1,0,0,0,1
"020","RL",10400,"Pave","NA",4,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","1Story",4,5,1956,1956,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,1,3,2,1200,"GasA",3,"Y",5,1200,1,0,1,0,3,1,3,8,2,4,"Attchd",1,1,294,3,3,3,0,189,140,0,0,0,0,0,"NA",0,11,2009,"WD","Family",144000,1,1,1,0,0,0,0
"020","RL",9900,"Pave","NA",4,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,4,1,1209,"GasA",4,"Y",5,1209,1,0,1,0,3,1,3,8,0,0,"Attchd",2,2,504,3,3,3,0,0,120,0,0,0,0,0,"NA",0,4,2010,"ConLD","Normal",159000,1,1,0,0,0,0,0
"160","RM",2058,"Pave","NA",4,"Lvl",4,"Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",265,3,3,"CBlock",3,3,1,1,1,672,"GasA",5,"Y",5,1218,0,0,1,1,4,1,5,8,0,0,"Detchd",1,1,264,3,3,3,0,28,0,0,0,0,0,0,"NA",0,12,2007,"WD","Normal",113700,1,1,0,0,0,0,1
"160","RL",10762,"Pave","NA",4,"Lvl",4,"Corner",3,"SawyerW","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",4,3,1,1,1,626,"GasA",3,"Y",5,1217,0,0,1,1,3,1,3,8,1,3,"Attchd",2,1,288,3,3,3,0,28,0,0,0,0,0,0,"NA",0,4,2009,"WD","Normal",120000,1,1,1,0,0,0,0
"060","RL",10820,"Pave","NA",2,"Lvl",4,"CulDSac",3,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,4,6,1,988,"GasA",5,"Y",5,1873,0,0,2,1,3,1,4,8,1,3,"Attchd",2,2,597,3,3,3,202,123,0,0,0,0,0,0,"NA",0,3,2007,"WD","Normal",235500,1,1,1,0,0,0,0
"020","RL",7450,"Pave","NA",3,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,2,894,"GasA",4,"Y",5,1074,0,0,1,0,2,1,4,7,1,4,"Detchd",1,2,396,3,3,3,0,72,0,0,0,0,0,2,"NA",0,1,2007,"WD","Normal",124000,1,1,1,0,1,0,0
"020","RL",16321,"Pave","NA",3,"Lvl",4,"CulDSac",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,4,4,1,1484,"GasA",3,"Y",5,1600,1,0,1,0,2,1,3,8,2,4,"Attchd",2,1,319,3,3,3,288,258,0,0,0,0,0,0,"NA",0,12,2006,"WD","Normal",207500,1,1,1,0,0,0,0
"160","RM",1953,"Pave","NA",4,"Lvl",4,"Inside",3,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",408,3,3,"CBlock",3,2,1,4,1,483,"GasA",3,"Y",5,987,0,0,1,1,2,1,3,8,0,0,"Detchd",1,1,264,3,3,3,72,0,0,0,0,0,0,0,"NA",0,6,2006,"WD","Normal",83000,1,1,0,0,0,0,1
"020","FV",8640,"Pave","NA",4,"Lvl",4,"Inside",3,"Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,1,1,1,1372,"GasA",5,"Y",5,1372,0,0,2,0,3,1,4,8,0,0,"Attchd",3,2,529,3,3,3,0,140,0,0,0,0,0,0,"NA",0,5,2008,"New","Partial",250580,1,1,0,0,0,0,0
"020","RL",7388,"Pave","NA",4,"Lvl",4,"Corner",3,"NAmes","Norm","Norm","1Fam","1Story",5,6,1959,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,1,1063,"GasA",4,"Y",5,1327,1,0,1,0,3,1,4,8,0,0,"Detchd",1,2,624,3,3,3,0,0,0,0,0,0,0,0,"NA",0,7,2007,"WD","Normal",150750,1,1,0,0,0,0,0
"030","RM",6900,"Pave","NA",4,"Lvl",4,"Inside",3,"IDOTRR","Norm","Norm","1Fam","1Story",5,6,1940,1955,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,5,3,740,"GasA",5,"Y",5,778,0,0,1,0,2,1,3,8,1,4,"Detchd",3,1,924,5,5,3,0,25,0,0,0,0,0,0,"NA",0,2,2008,"WD","Normal",120500,1,1,1,0,0,0,0
"020","RL",13072,"Pave","NA",4,"Lvl",4,"Inside",3,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,1,1131,"GasA",5,"Y",5,1131,0,0,1,1,3,1,4,8,0,0,"NA",0,0,0,0,0,3,0,39,0,0,0,0,0,0,"NA",0,3,2006,"New","Partial",132000,1,0,0,0,0,0,0
"060","RL",13517,"Pave","NA",3,"Lvl",4,"CulDSac",3,"Sawyer","RRAe","Norm","1Fam","2Story",6,8,1976,2005,"Gable","CompShg","HdBoard","Plywood","BrkFace",289,4,3,"CBlock",3,3,1,6,1,725,"GasA",5,"Y",5,1479,0,0,2,1,3,1,4,8,0,0,"Attchd",2,2,475,3,3,3,0,44,0,0,0,0,0,0,"NA",0,3,2010,"WD","Normal",130500,1,1,0,0,0,0,1
"120","RL",6240,"Pave","NA",4,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",196,4,3,"PConc",4,3,1,6,1,1342,"GasA",5,"Y",5,1342,0,0,2,0,2,1,4,8,1,4,"Attchd",2,2,550,3,3,3,0,35,0,0,0,0,0,0,"NA",0,2,2008,"WD","Normal",219500,1,1,1,0,0,0,1
"075","RL",6204,"Pave","NA",4,"Bnk",4,"Inside",3,"SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"PConc",3,2,1,1,1,795,"GasA",3,"N",5,2230,1,0,1,0,5,1,3,8,0,0,"Detchd",1,1,440,3,4,3,0,188,0,0,0,0,0,0,"NA",0,3,2006,"WD","Normal",118500,1,1,0,0,0,0,0
"120","RL",4928,"Pave","NA",3,"Lvl",4,"Inside",3,"NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",4,3,1,5,1,1078,"GasA",3,"Y",5,958,0,0,2,0,2,1,3,8,1,3,"Attchd",2,2,440,3,3,3,0,205,0,0,0,0,0,0,"NA",0,2,2007,"WD","Normal",128000,1,1,1,0,0,0,0
"120","RL",7052,"Pave","NA",3,"Lvl",4,"Inside",3,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,4,3,"PConc",4,3,3,6,1,1364,"GasA",5,"Y",5,1364,1,0,2,0,2,1,4,8,1,4,"Attchd",2,2,484,3,3,3,192,36,0,0,0,0,0,0,"NA",0,6,2006,"WD","Normal",185850,1,1,1,0,0,0,1
"020","RL",13265,"Pave","NA",3,"Lvl",4,"CulDSac",3,"Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,4,3,"PConc",4,3,1,6,1,1568,"GasA",5,"Y",5,1689,1,0,2,0,3,1,4,8,2,4,"Attchd",2,3,857,3,3,3,150,59,0,0,0,0,0,0,"NA",0,7,2008,"WD","Normal",271000,1,1,1,0,0,0,1
"020","RL",12450,"Pave","NA",4,"Lvl",4,"Inside",3,"SawyerW","RRAe","Norm","1Fam","1Story",5,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,6,1,1114,"GasA",5,"Y",5,1114,1,0,2,0,3,1,4,8,0,0,"Detchd",1,2,576,3,3,3,0,42,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",153000,1,1,0,0,0,0,0
"020","RL",8000,"Pave","NA",4,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","BrkFace","MetalSd","None",0,3,3,"CBlock",3,3,1,4,3,1027,"GasA",3,"Y",5,1027,0,1,1,0,3,1,3,8,0,0,"Attchd",1,1,299,3,3,3,0,0,0,0,0,0,0,0,"NA",0,11,2008,"WD","Normal",125900,1,1,0,0,0,0,0
"060","RL",8123,"Pave","NA",3,"Lvl",4,"Inside",3,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,3,3,"PConc",4,3,1,1,1,982,"GasA",5,"Y",5,1800,0,0,2,1,3,1,3,8,1,3,"Attchd",3,2,463,3,3,3,100,63,0,0,0,0,0,0,"NA",0,6,2009,"WD","Normal",179000,1,1,1,0,0,0,1
"085","RL",8445,"Pave","NA",4,"Lvl",4,"Corner",3,"CollgCr","Norm","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","CompShg","HdBoard","Wd Shng","None",0,3,3,"CBlock",4,3,3,6,1,768,"GasA",3,"Y",5,768,1,0,1,0,2,1,3,8,0,0,"Detchd",1,2,396,3,3,3,58,0,0,0,0,0,0,3,"NA",0,3,2009,"WD","Normal",133000,1,1,0,0,1,0,0
"020","RL",7390,"Pave","NA",3,"Lvl",4,"Inside",3,"NAmes","Norm","Norm","1Fam","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",151,3,3,"CBlock",3,3,1,5,1,1098,"GasA",3,"Y",5,1098,1,0,1,0,3,1,3,8,0,0,"Attchd",1,1,260,3,3,3,0,0,0,0,0,0,0,0,"NA",0,7,2008,"WD","Normal",135000,1,1,0,0,0,0,1
"120","RM",4435,"Pave","NA",4,"Lvl",4,"Inside",3,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,4,3,"PConc",4,3,3,6,1,848,"GasA",5,"Y",5,848,1,0,1,0,1,1,4,8,0,0,"Attchd",3,2,420,3,3,3,140,0,0,0,0,0,0,0,"NA",0,3,2008,"WD","Normal",136500,1,1,0,0,0,0,1
"190","RL",8450,"Pave","NA",4,"Lvl",4,"Inside",3,"Sawyer","RRAe","Norm","2fmCon","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,2,2,5,1,890,"GasA",4,"N",5,890,1,0,1,0,3,1,3,8,0,0,"Detchd",1,1,308,3,3,3,0,0,0,0,0,0,0,0,"NA",0,4,2008,"WD","Normal",115000,1,1,0,0,0,0,0
